quarter_end,quarter,year,region,market,total_subscriptions,subscription_penetration_%,subscriber_penetration,TAM,SOM
9/30/2025,Q3,2025,LATAM,EC,3901252.073,0.025896596,101029.1477,232367.0397,129079.6254
9/30/2025,Q3,2025,LATAM,JM,2149146.169,0.14793656,317937.2907,731255.7686,484444.8904
9/30/2025,Q3,2025,LATAM,MX,44636920.9,0.052357051,2337057.557,5375232.382,2778591.898
9/30/2025,Q3,2025,LATAM,PA,1816473.248,0.04502414,81785.14544,188105.8345,80751.74841
9/30/2025,Q3,2025,LATAM,PE,4942588.168,0.029518381,145897.2001,335563.5603,178257.2862
9/30/2025,Q3,2025,LATAM,PY,347824.2615,0.003282744,1141.818035,2626.181481,1974.91242
9/30/2025,Q3,2025,LATAM,TT,249348.0467,0,0,0,0
9/30/2025,Q3,2025,LATAM,UY,1802887.781,0.021495946,38754.77891,89135.9915,53903.17702
9/30/2025,Q3,2025,LATAM,VE,2762147.902,0.034544418,95416.7923,219458.6223,130190.8659
9/30/2025,Q3,2025,UCAN,CA,29618532.26,0.064350921,1905979.844,4383753.641,2173883.713
9/30/2025,Q3,2025,UCAN,US,420852455.9,0.095908889,40363491.46,92836030.36,44463995.72
12/31/2025,Q4,2025,APAC,AU,19991262.29,0.07177964,1434965.618,3300420.921,1718504.649
12/31/2025,Q4,2025,APAC,BD,582922.2407,0,0,0,0
12/31/2025,Q4,2025,APAC,BN,132173.4633,0,0,0,0
12/31/2025,Q4,2025,APAC,HK,3320548.773,0.071142216,236231.1977,543331.7547,278009.8321
12/31/2025,Q4,2025,APAC,ID,3935967.282,0.04567855,179789.2791,413515.3419,222609.1392
12/31/2025,Q4,2025,APAC,IN,37682264.6,0.049249038,1855815.267,4268375.113,2178101.272
12/31/2025,Q4,2025,APAC,JP,31857810.42,0.036291802,1156177.338,2659207.878,1330384.083
12/31/2025,Q4,2025,APAC,KR,13921447.97,0.026603492,370359.1303,851825.9997,450085.7635
12/31/2025,Q4,2025,APAC,LK,421294.5185,0,0,0,0
12/31/2025,Q4,2025,APAC,MY,3453758.783,0.040120285,138565.7864,318701.3087,174191.8215
12/31/2025,Q4,2025,APAC,NZ,3509928.993,0.068925204,241922.5733,556421.9185,297022.741
12/31/2025,Q4,2025,APAC,PH,8511193.279,0.044837508,381620.6937,877727.5956,456631.2787
12/31/2025,Q4,2025,APAC,PK,1716236.587,0,0,0,0
12/31/2025,Q4,2025,APAC,SG,1737637.646,0.060583216,105271.6764,242124.8558,125115.3476
12/31/2025,Q4,2025,APAC,TH,6125071.588,0.040625764,248835.71,572322.133,336753.6352
12/31/2025,Q4,2025,APAC,TW,5714103.165,0.039735621,227053.4364,522222.9038,269842.6768
12/31/2025,Q4,2025,APAC,VN,7017909.024,0,0,0,0
12/31/2025,Q4,2025,EMEA,AE,2960148.008,0.050979484,150906.8195,347085.6847,197415.581
12/31/2025,Q4,2025,EMEA,AL,65391.87895,0,0,0,0
12/31/2025,Q4,2025,EMEA,AT,3803386.083,0.07147793,271858.163,625273.7749,327147.3369
12/31/2025,Q4,2025,EMEA,BA,173575.4234,0,0,0,0
12/31/2025,Q4,2025,EMEA,BE,5343841.338,0.073314895,391783.1642,901101.2776,531367.5823
12/31/2025,Q4,2025,EMEA,BG,320342.3891,0.01443927,4625.510114,10638.67326,5146.690661
12/31/2025,Q4,2025,EMEA,BH,161825.1907,0.009168581,1483.707332,3412.526865,1643.497732
12/31/2025,Q4,2025,EMEA,CH,4890403.988,0.068209104,333570.0727,767211.1672,410240.842
12/31/2025,Q4,2025,EMEA,CY,327965.729,0,0,0,0
12/31/2025,Q4,2025,EMEA,CZ,1206074.433,0.041769386,50376.98905,115867.0748,58493.73095
12/31/2025,Q4,2025,EMEA,DE,40430771.63,0.07866543,3180504.025,7315159.258,3904633.544
12/31/2025,Q4,2025,EMEA,DK,4057914.988,0.086797751,352217.8966,810101.1622,412895.407
12/31/2025,Q4,2025,EMEA,DZ,344265.8522,0.021809204,7508.164262,17268.7778,10233.44184
12/31/2025,Q4,2025,EMEA,EE,302569.5255,0.021025768,6361.756707,14632.04043,6769.908752
12/31/2025,Q4,2025,EMEA,EG,744916.7558,0.027561245,20530.83293,47220.91575,21570.10787
12/31/2025,Q4,2025,EMEA,ES,21670825.69,0.070401705,1525663.067,3509025.054,1992410.876
12/31/2025,Q4,2025,EMEA,FI,4293977.765,0.082198993,352960.6473,811809.4888,405010.3337
12/31/2025,Q4,2025,EMEA,FR,33743180.89,0.09597731,3238579.742,7448733.407,4275405.236
12/31/2025,Q4,2025,EMEA,GB,46125693.02,0.085569817,3946967.099,9078024.328,4714016.2
12/31/2025,Q4,2025,EMEA,GH,182605.1332,0,0,0,0
12/31/2025,Q4,2025,EMEA,GR,1407489.646,0.059425359,83640.57782,192373.329,108039.7037
12/31/2025,Q4,2025,EMEA,HR,458043.7517,0.016672609,7636.784486,17564.60432,6227.821053
12/31/2025,Q4,2025,EMEA,HU,1081128.833,0.063604457,68764.61187,158158.6073,83995.28428
12/31/2025,Q4,2025,EMEA,IE,2114667.5,0.066998803,141680.1907,325864.4387,177736.6214
12/31/2025,Q4,2025,EMEA,IL,1353539.568,0,0,0,0
12/31/2025,Q4,2025,EMEA,IQ,162630.6691,0.007748046,1260.069969,2898.16093,1419.850513
12/31/2025,Q4,2025,EMEA,IR,23185.50143,0,0,0,0
12/31/2025,Q4,2025,EMEA,IS,212720.1194,0.020338931,4326.499869,9950.949699,5929.574511
12/31/2025,Q4,2025,EMEA,IT,16791094.83,0.072215951,1212584.885,2788945.235,1476373.388
12/31/2025,Q4,2025,EMEA,JO,328628.6633,0.008049685,2645.35734,6084.321882,2744.736438
12/31/2025,Q4,2025,EMEA,KE,481736.1728,0,0,0,0
12/31/2025,Q4,2025,EMEA,KW,313479.1412,0.004625578,1450.022219,3335.051104,1353.192016
12/31/2025,Q4,2025,EMEA,LB,234112.4525,0.011905166,2787.147512,6410.439276,3405.49744
12/31/2025,Q4,2025,EMEA,LT,352595.8605,0.014528121,5122.555279,11781.87714,4857.083785
12/31/2025,Q4,2025,EMEA,LU,194915.8415,0,0,0,0
12/31/2025,Q4,2025,EMEA,LV,180543.8639,0.010629104,1919.019541,4413.744945,1945.000955
12/31/2025,Q4,2025,EMEA,MA,594970.5416,0.025241765,15018.10652,34541.645,21498.79794
12/31/2025,Q4,2025,EMEA,MT,300101.6205,0,0,0,0
12/31/2025,Q4,2025,EMEA,NG,665819.9653,0,0,0,0
12/31/2025,Q4,2025,EMEA,NL,10098809.83,0.088708473,895850,2060455,1056489.119
12/31/2025,Q4,2025,EMEA,NO,8491297.716,0.087596229,743805.6569,1710753.011,883255.8113
12/31/2025,Q4,2025,EMEA,OM,273569.9373,0.007486438,2048.064315,4710.547926,2423.048066
12/31/2025,Q4,2025,EMEA,PL,8355510.16,0.076892528,642476.2961,1477695.481,776773.793
12/31/2025,Q4,2025,EMEA,PT,3136075.082,0.07633761,239400.4772,550621.0976,304312.057
12/31/2025,Q4,2025,EMEA,QA,444010.4593,0.008178452,3631.318172,8352.031797,5263.206911
12/31/2025,Q4,2025,EMEA,RO,1613933.212,0.071760405,115816.5013,266377.953,149842.0507
12/31/2025,Q4,2025,EMEA,RS,417281.0683,0,0,0,0
12/31/2025,Q4,2025,EMEA,SA,2053922.707,0.047904778,98392.71219,226303.238,136407.767
12/31/2025,Q4,2025,EMEA,SE,6966106.458,0.087329117,608343.9232,1399191.023,674182.4105
12/31/2025,Q4,2025,EMEA,SI,299259.1398,0,0,0,0
12/31/2025,Q4,2025,EMEA,SK,568063.7015,0.009406869,5343.701095,12290.51252,4709.734071
12/31/2025,Q4,2025,EMEA,TN,563453.7283,0,0,0,0
12/31/2025,Q4,2025,EMEA,TR,12268552.12,0.091861374,1127006.051,2592113.918,1424633.422
12/31/2025,Q4,2025,EMEA,UA,551901.5998,0,0,0,0
12/31/2025,Q4,2025,EMEA,ZA,912129.343,0.133295244,121582.5037,279639.7584,171509.9881
12/31/2025,Q4,2025,LATAM,AR,23012798.78,0.061190977,1408175.639,3238803.97,1842696.033
12/31/2025,Q4,2025,LATAM,BR,61358226,0.083177297,5103611.364,11738306.14,6044930.36
12/31/2025,Q4,2025,LATAM,CL,9796834.957,0.056408024,552620.0967,1271026.222,677720.387
12/31/2025,Q4,2025,LATAM,CO,15758548.13,0.05185331,817132.8872,1879405.641,1110551.622
12/31/2025,Q4,2025,LATAM,EC,4198217.895,0.025439915,106802.3048,245645.3009,147142.9144
12/31/2025,Q4,2025,LATAM,JM,2344269.662,0.225287639,528134.9782,1214710.45,719121.7858
12/31/2025,Q4,2025,LATAM,MX,46118878.72,0.072168471,3328328.949,7655156.584,3886265.623
12/31/2025,Q4,2025,LATAM,PA,1905491.71,0.06651449,126742.8096,291508.4621,114598.0795
12/31/2025,Q4,2025,LATAM,PE,5270803.139,0.039494982,208170.2776,478791.6386,269245.6902
12/31/2025,Q4,2025,LATAM,PY,365440.6774,0.002543134,929.3644466,2137.538227,895.0265295
12/31/2025,Q4,2025,LATAM,TT,259801.0375,0,0,0,0
12/31/2025,Q4,2025,LATAM,UY,1909385.09,0.028630576,54666.79465,125733.6277,70995.24081
12/31/2025,Q4,2025,LATAM,VE,2960076.782,0.044929773,132995.5772,305889.8276,160606.5696
12/31/2025,Q4,2025,UCAN,CA,30561888.84,0.090266692,2758720.597,6345057.374,3114807.53
12/31/2025,Q4,2025,UCAN,US,432247899.4,0.127491442,55107907.99,126748188.4,60457551.39
