talent,parrot_id,country,non_home_demand,home_demand,flag
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,CH,0.145,,https://flagicons.lipis.dev/flags/4x3/ch.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,IT,0.132,,https://flagicons.lipis.dev/flags/4x3/it.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,IN,0.131,,https://flagicons.lipis.dev/flags/4x3/in.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,NO,0.129,,https://flagicons.lipis.dev/flags/4x3/no.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,RU,0.126,,https://flagicons.lipis.dev/flags/4x3/ru.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,ES,0.12,,https://flagicons.lipis.dev/flags/4x3/es.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,NZ,0.12,,https://flagicons.lipis.dev/flags/4x3/nz.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,DK,0.115,,https://flagicons.lipis.dev/flags/4x3/dk.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,MY,0.112,,https://flagicons.lipis.dev/flags/4x3/my.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,PT,0.099,,https://flagicons.lipis.dev/flags/4x3/pt.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,SG,0.097,,https://flagicons.lipis.dev/flags/4x3/sg.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,PH,0.088,,https://flagicons.lipis.dev/flags/4x3/ph.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,MX,0.084,,https://flagicons.lipis.dev/flags/4x3/mx.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,JM,0.08,,https://flagicons.lipis.dev/flags/4x3/jm.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,HK,0.077,,https://flagicons.lipis.dev/flags/4x3/hk.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,HU,0.076,,https://flagicons.lipis.dev/flags/4x3/hu.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,AT,0.075,,https://flagicons.lipis.dev/flags/4x3/at.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,PK,0.07,,https://flagicons.lipis.dev/flags/4x3/pk.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,MA,0.07,,https://flagicons.lipis.dev/flags/4x3/ma.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,PL,0.067,,https://flagicons.lipis.dev/flags/4x3/pl.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,JP,0.066,,https://flagicons.lipis.dev/flags/4x3/jp.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,RO,0.061,,https://flagicons.lipis.dev/flags/4x3/ro.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,TT,0.05,,https://flagicons.lipis.dev/flags/4x3/tt.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,KR,0.05,,https://flagicons.lipis.dev/flags/4x3/kr.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,GR,0.05,,https://flagicons.lipis.dev/flags/4x3/gr.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,AR,0.048,,https://flagicons.lipis.dev/flags/4x3/ar.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,EG,0.047,,https://flagicons.lipis.dev/flags/4x3/eg.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,CN,0.043,,https://flagicons.lipis.dev/flags/4x3/cn.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,UA,0.043,,https://flagicons.lipis.dev/flags/4x3/ua.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,CZ,0.043,,https://flagicons.lipis.dev/flags/4x3/cz.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,FI,0.042,,https://flagicons.lipis.dev/flags/4x3/fi.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,HR,0.041,,https://flagicons.lipis.dev/flags/4x3/hr.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,SA,0.037,,https://flagicons.lipis.dev/flags/4x3/sa.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,TR,0.035,,https://flagicons.lipis.dev/flags/4x3/tr.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,TH,0.034,,https://flagicons.lipis.dev/flags/4x3/th.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,ID,0.031,,https://flagicons.lipis.dev/flags/4x3/id.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,CO,0.031,,https://flagicons.lipis.dev/flags/4x3/co.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,RS,0.029,,https://flagicons.lipis.dev/flags/4x3/rs.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,TW,0.029,,https://flagicons.lipis.dev/flags/4x3/tw.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,QA,0.027,,https://flagicons.lipis.dev/flags/4x3/qa.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,PR,0.024,,https://flagicons.lipis.dev/flags/4x3/pr.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,BD,0.021,,https://flagicons.lipis.dev/flags/4x3/bd.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,CL,0.019,,https://flagicons.lipis.dev/flags/4x3/cl.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,PE,0.018,,https://flagicons.lipis.dev/flags/4x3/pe.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,SK,0.018,,https://flagicons.lipis.dev/flags/4x3/sk.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,PA,0.017,,https://flagicons.lipis.dev/flags/4x3/pa.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,OM,0.017,,https://flagicons.lipis.dev/flags/4x3/om.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,VE,0.014,,https://flagicons.lipis.dev/flags/4x3/ve.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,IL,0.013,,https://flagicons.lipis.dev/flags/4x3/il.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,IR,0.012,,https://flagicons.lipis.dev/flags/4x3/ir.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,TN,0.012,,https://flagicons.lipis.dev/flags/4x3/tn.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,BA,0.011,,https://flagicons.lipis.dev/flags/4x3/ba.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,BG,0.01,,https://flagicons.lipis.dev/flags/4x3/bg.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,IS,0.009,,https://flagicons.lipis.dev/flags/4x3/is.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,KW,0.008,,https://flagicons.lipis.dev/flags/4x3/kw.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,MK,0.008,,https://flagicons.lipis.dev/flags/4x3/mk.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,DZ,0.007,,https://flagicons.lipis.dev/flags/4x3/dz.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,VN,0.006,,https://flagicons.lipis.dev/flags/4x3/vn.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,LT,0.006,,https://flagicons.lipis.dev/flags/4x3/lt.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,EE,0.006,,https://flagicons.lipis.dev/flags/4x3/ee.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,EC,0.005,,https://flagicons.lipis.dev/flags/4x3/ec.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,IQ,0.005,,https://flagicons.lipis.dev/flags/4x3/iq.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,SI,0.005,,https://flagicons.lipis.dev/flags/4x3/si.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,LB,0.004,,https://flagicons.lipis.dev/flags/4x3/lb.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,JO,0.003,,https://flagicons.lipis.dev/flags/4x3/jo.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,UY,0.003,,https://flagicons.lipis.dev/flags/4x3/uy.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,BH,0.003,,https://flagicons.lipis.dev/flags/4x3/bh.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,LU,0.003,,https://flagicons.lipis.dev/flags/4x3/lu.svg
Damson Idris,38ee49a9-3e89-4a80-8c6b-da97e9a9c446,LV,0.002,,https://flagicons.lipis.dev/flags/4x3/lv.svg
