parrot_id,short_id,name,content_type,home_country,country,average_demand,peak_demand,market_standing,market_travelability_index
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,IT,0.009457262036924447,0.24348471726062412,Below Average,0.001112069398970408
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,EG,0.009411169050197371,0.13724305664727424,Below Average,0.0011066493736135766
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,TH,0.008563207944927492,0.3672080433304297,Below Average,0.0010069385278100036
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,BD,0.007298427596228328,0.11872540036249274,Below Average,0.0008582143498485699
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,GH,0.007141551242574681,0.36967294153478514,Below Average,0.0008397674260307527
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,AU,0.006755857937043802,0.16939944383598837,Below Average,0.0007944141598535028
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,IE,0.0067146763012516835,0.48367891323902656,Below Average,0.0007895716550370821
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,KE,0.006617180624051151,0.4218469500046168,Below Average,0.0007781072418989782
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,PL,0.006541962518202409,0.16060380232871116,Below Average,0.0007692624247165511
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,TR,0.006299385977923558,0.48295161906715006,Below Average,0.0007407381069701487
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,ES,0.006149615781031039,0.05154940932096564,Below Average,0.0007231267885788791
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,MY,0.005798357067720093,0.17037512428154736,Below Average,0.0006818226495299989
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,CH,0.005649425455604166,0.14610366734269167,Below Average,0.0006643099394320017
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,VN,0.005621769639426085,0.9528488321231161,Below Average,0.00066105792137909
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,AR,0.005556809616287112,0.13676724894473488,Below Average,0.000653419341248053
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,MA,0.005258644990961395,0.13098666927545655,Below Average,0.00061835847961753
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,BE,0.004669072400145262,0.19334973333161862,Below Average,0.0005490312648107016
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,AT,0.004289276523380559,0.058494410486553516,Below Average,0.0005043714710187856
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,BR,0.0042276350205607315,0.042829363429979755,Below Average,0.0004971231121676892
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,RO,0.004169367550185579,0.17063160006623115,Below Average,0.0004902715022084188
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,CN,0.004166366235620409,0.06777866335964182,Below Average,0.0004899185808162042
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,TT,0.0039352223138784375,0.2999066418202556,Below Average,0.00046273861254170234
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,EC,0.003851310938369355,0.12455737981931862,Below Average,0.0004528715630124802
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,SE,0.003795941895225568,0.042553400194037465,Below Average,0.0004463607760331123
1f4afcab-0e2e-41a2-b090-6f3b318bb68e,1079983415,Pearl Thusi,talent,ZA,IQ,0.003647016993498002,0.05367171047245167,Below Average,0.0004288488550025558
